YEAR,DISTRICT,UPAZILA/THANA,EIIN,INSTITUTE NAME,CLASS_SIX_AGE_UNDER11,CLASS_SIX_AGE11,CLASS_SIX_AGE12,CLASS_SIX_AGE13,CLASS_SIX_AGE14,CLASS_SIX_AGE15,CLASS_SIX_AGE_UPER15,CLASS_SEVEN_AGE_UNDER11,CLASS_SEVEN_AGE11,CLASS_SEVEN_AGE12,CLASS_SEVEN_AGE13,CLASS_SEVEN_AGE14,CLASS_SEVEN_AGE15,CLASS_SEVEN_AGE_UPER15,CLASS_EIGHT_AGE_UNDER11,CLASS_EIGHT_AGE11,CLASS_EIGHT_AGE12,CLASS_EIGHT_AGE13,CLASS_EIGHT_AGE14,CLASS_EIGHT_AGE15,CLASS_EIGHT_AGE_UPER15,CLASS_NINE_AGE_UNDER11,CLASS_NINE_AGE11,CLASS_NINE_AGE12,CLASS_NINE_AGE13,CLASS_NINE_AGE14,CLASS_NINE_AGE15,CLASS_NINE_AGE_UPER15,CLASS_TEN_AGE_UNDER11,CLASS_TEN_AGE11,CLASS_TEN_AGE12,CLASS_TEN_AGE13,CLASS_TEN_AGE14,CLASS_TEN_AGE15,CLASS_TEN_AGE_UPER15
2016,BARGUNA,PATHARGHATA,100306,TASLIMA MEMORIAL ACADEMY,94,19,,,,,,11,66,6,,,,,,70,6,,,,,,,70,3,,,,,,,70,4,,
2016,BARGUNA,PATHARGHATA,100307,CHARDUANI HIGH SCHOOL AND COLLEGE,2,109,3,2,,,,1,20,117,4,,,,,,21,138,3,,,,,,,115,15,,,,,,,75,8
2016,BARGUNA,PATHARGHATA,100308,LEMUA ADARSHA SECONDARY SCHOOL,92,22,,,,,,,85,25,,,,,,,90,30,,,,,,,91,17,,,,,,,46,7,
2016,BARGUNA,PATHARGHATA,100309,NACHNAPARA MANIKKHALI HIGH SCHOOL,50,96,10,,,,,,12,127,8,,,,,,84,55,5,,,,,,55,70,,,,,,,36,73,
2016,BARGUNA,PATHARGHATA,100310,KATHALTALI SAPTAGRAM HIGH SCHOOL AND COLLEGE,,100,15,,,,,,,110,3,,,,,,,117,,,,,,,,98,,,,,,,,70,
2016,BARGUNA,PATHARGHATA,100311,K.K. AZIZIA HIGH SCHOOL,,80,,,,,,,,75,,,,,,,,70,,,,,,,,60,,,,,,,,71,
2016,BARGUNA,PATHARGHATA,100312,RUPDHAN BANDAR AMIRIA SECONDARY SCHOOL,134,42,,,,,,88,35,2,,,,,,10,92,25,,,,,,,88,25,,,,,,,78,8,
2016,BARGUNA,PATHARGHATA,100313,HATEMPUR SECONDARY SCHOOL,,75,,,,,,,,78,6,,,,,,,45,8,,,,,,,40,13,,,,,,,31,9
2016,BARGUNA,PATHARGHATA,100314,HOGLAPASHA  SURENDRANATH HIGH SCHOOL,,9,46,8,,,,,8,59,9,,,,,,11,43,7,,,,,,6,39,9,,,,,,29,16,
2016,BARGUNA,PATHARGHATA,100315,MADERTALI HIGH SCHOOL,,42,32,7,,,,,46,28,9,,,,,,,50,22,,,,,,,43,15,,,,,,,36,16
2016,BARGUNA,PATHARGHATA,100316,HARITANA  ADARSA SECONDARY SCHOOL,95,38,3,1,,,,,89,23,2,1,,,,14,69,10,2,1,,,,,41,38,7,3,,,,6,22,27,2
2016,BARGUNA,PATHARGHATA,100317,KIRANPUR HIGH SCHOOL,100,,,,,,,,20,50,,,,,,,51,,,,,,,,44,,,,,,,,40,,
2016,BARGUNA,PATHARGHATA,100318,SONARBANGLA HIGH SCHOOL,,45,6,,,,,,,40,5,,,,,,,34,8,,,,,,,35,5,,,,,,,36,5
2016,BARGUNA,PATHARGHATA,100319,BAIN CHATKI SECONDARY SCHOOL,49,35,8,,,,,12,23,57,9,,,,,21,14,15,11,,,,,19,24,42,8,,,,,22,28,6,
2016,BARGUNA,PATHARGHATA,100320,RUHITA  HIGH SCHOOL,35,37,,,,,,,33,32,,,,,,,35,35,,,,,,,33,31,,,,,,,17,10,
2016,BARGUNA,PATHARGHATA,100321,TALUKCHARDUANI SECONDARY GIRLS SCHOOL,9,15,9,5,1,,,,5,13,12,4,1,,,,4,16,20,3,,,,,3,34,4,3,,,,,4,37,3
2016,BARGUNA,PATHARGHATA,100322,GNANPARA KHALIFAR HAT HIGH SCHOOL,,65,5,,,,,,,99,10,,,,,,,105,9,,,,,,,84,3,,,,,,,63,
2016,BARGUNA,PATHARGHATA,100323,H.K.B JUNIOR GIRLS HIGH SCHOOL,30,32,3,,,,,,,34,22,2,,,,,18,10,4,,,,,,,5,17,,,,,,,3,5
2016,BARGUNA,PATHARGHATA,100324,BARI AZAD SECONDARY SCHOOL,,80,22,,,,,,,65,42,,,,,,,55,17,,,,,,,45,6,,,,,,,28,12
2016,BARGUNA,PATHARGHATA,100325,D.SAYEDA FIROJA BEGUM SECONDARY GIRLS SCHOOL,,40,,,,,,,,40,,,,,,,,41,,,,,,,,46,,,,,,,,35,
2016,BARGUNA,PATHARGHATA,131225,N.I.KHAN RESIDANTIAL PUBLIC SCHOOL  AND COLLAGE,10,85,,,,,,,,93,,,,,,,,55,,,,,,,,42,,,,,,,,20,5
2016,BARGUNA,PATHARGHATA,131305,KALMEGHA  GIRLS JUNIOR SECONDARY SCHOOL,,35,,,,,,,,33,,,,,,,,27,,,,,,,,,,,,,,,,,
2016,BARGUNA,PATHARGHATA,136868,JALIAGHATA SESDP MODEL HIGH SCHOOL,,50,,,,,,,,66,,,,,,,,51,,,,,,,,68,,,,,,,,27,
2016,BARGUNA,TALTALI,100002,NAYAVIZORA B. N. A HIGH SCHOOL,,110,,,,,,,,91,,,,,,,,62,,,,,,,,39,,,,,,,,63,
2016,BARGUNA,TALTALI,100005,ALIR BANDAR A M HIGH SCHOOL,,129,,,,,,,,120,,,,,,,,127,,,,,,,,109,,,,,,,,81,
2016,BARGUNA,TALTALI,100006,NALBUNIA AGAPARA JUNIOR HIGH SCHOOL,,55,5,,,,,,,52,3,,,,,,,48,7,,,,,,,20,5,,,,,,,17,3
2016,BARGUNA,TALTALI,100007,BEHALA HIGH SCHOOL,12,38,,,,,,,,52,10,,,,,,,22,41,,,,,,,12,39,,,,,,,10,29
2016,BARGUNA,TALTALI,100010,BEGUM NOURJAHAN  GIRLS HIGH SCHOOL,,55,,,,,,,,51,,,,,,,,48,,,,,,,,31,,,,,,,,21,
2016,BARGUNA,TALTALI,100025,TALTALI  SCHOOL AND COLLEGE,82,77,,,,,,,102,103,,,,,,,80,92,,,,,,,95,75,,,,,,,125,112,
2016,BARGUNA,TALTALI,100027,CHHOTO BOGI P.K HIGH SCHOOL,46,77,,,,,,,64,75,,,,,,,68,72,,,,,,,52,48,,,,,,,58,52,
2016,BARGUNA,TALTALI,100043,BAGIR HAT SECONDARY SCHOOL.,10,90,5,,,,,,12,70,15,,,,,,12,65,8,,,,,,14,52,15,,,,,,10,50,14
2016,BARGUNA,TALTALI,100045,LAUPARA SAGAR SAIKAT HIGH SCHOOL,,60,197,,,,,,,65,181,,,,,,,55,185,,,,,,,,,,,,,,,,
2016,BARGUNA,TALTALI,100047,ALL HAZ NASIR UDDIN JUNIOR SCHOOL,,49,,,,,,,,56,,,,,,,,48,,,,,,,,,,,,,,,,9,
2016,BARGUNA,TALTALI,100049,CHOTO BOGI COMDECA GIRLS SCHOOL,3,33,12,,,,,,2,35,9,,,,,,3,32,8,,,,,,5,25,5,,,,,,3,21,6
2016,BARGUNA,TALTALI,100053,PANCHAKORALIA GIRLS  HIGH SCHOOL,,45,,,,,,,,48,,,,,,,,47,,,,,,,,36,,,,,,,,27,
2016,BARGUNA,TALTALI,100062,TALUKDERPARA HIGH SCHOOL,,156,,,,,,,,143,,,,,,,,103,,,,,,,,71,,,,,,,,55,
2016,BARGUNA,TALTALI,136817,SOUTH JHARAKHALI SESDP MODEL HIGH SCHOOL,,59,,,,,,,,53,,,,,,,,42,,,,,,,,35,,,,,,,,28,
2016,BARISAL,AGAILJHARA,100347,BAKAL NIRANJAN BAIRAGI HIGH SCHOOL,,77,,,,,,,,67,,,,,,,,63,,,,,,,,65,,,,,,,,47,
2016,BARISAL,AGAILJHARA,100348,AGAILJHARA SREEMATI MATREE MANGAL GIRLS HIGH SCHOOL,162,,,,,,,,163,,,,,,,,146,,,,,,,,130,,,,,,,,81,,
2016,BARISAL,AGAILJHARA,100349,GOILA MODEL SECONDARY SCHOOL,95,175,15,,,,,,82,157,45,,,,,,125,107,5,,,,,,95,165,17,,,,,,165,74,21
2016,BARISAL,AGAILJHARA,100350,AGAILJHARA BHEGAI HALDER PUBLIC ACADEMY,31,128,,,,,,,87,64,,,,,,,127,45,,,,,,,92,62,,,,,,,143,,60
2016,BARISAL,AGAILJHARA,100353,PAISA SECONDARY SCHOOL AND COLLEGE,,,150,13,,,,,,,190,12,,,,,,,170,5,,,,,,,196,,,,,,,136,5
2016,BARISAL,AGAILJHARA,100355,ASKAR KALIBARI SECONDARY SCHOOL AND COLLEGE,90,39,,,,,,,86,38,,,,,,,84,46,,,,,,,86,40,,,,,,,66,41,
2016,BARISAL,AGAILJHARA,100356,SHERAL ML.  HIGH SCHOOL,52,50,2,,,,,,60,30,9,,,,,20,40,33,3,,,,,,38,38,2,,,,,,60,40,
2016,BARISAL,AGAILJHARA,100357,RAMANANDERAK  HIGH SCHOOL,10,60,8,,,,,,10,31,31,10,,,,,20,34,15,,,,,,50,24,10,,,,,,13,51,30
2016,BARISAL,AGAILJHARA,100358,DUMURIA SECONDARY SCHOOL,35,11,,,,,,,25,7,,,,,,5,35,3,,,,,,25,8,,,,,,,40,13,,
2016,BARISAL,AGAILJHARA,100359,BARPAIKA SECONDARY SCHOOL,0,170,4,2,,,,,,125,4,,,,,,,133,3,,,,,,,169,3,,,,,,,148,1
2016,BARISAL,AGAILJHARA,100360,KODALDHOA SECONDARY SCHOOL,30,59,14,,,,,,9,64,15,,,,,,37,34,4,,,,,,40,47,7,,,,,,5,45,4
2016,BARISAL,AGAILJHARA,100361,NAGHIRPAR SECONDARY SCHOOL,35,12,,,,,,,46,28,,,,,,,52,16,,,,,,,40,25,,,,,,,45,6,
2016,BARISAL,AGAILJHARA,100362,CHHOYGRAM SECONDARY SCHOOL AND COLLEGE,68,1,,,,,,,74,4,,,,,,,73,2,,,,,,,64,1,,,,,,,56,1,
2016,BARISAL,AGAILJHARA,100363,RAJIHAR SECONDARY SCHOOL,50,20,,,,,,,70,22,,,,,,,40,26,,,,,,,40,28,,,,,,,50,15,
2016,BARISAL,AGAILJHARA,100364,BATRA PREMCHAND GIRLS SCHOOL,15,30,,,,,,,6,44,,,,,,,20,20,5,,,,,,7,28,,,,,,,5,25,
2016,BARISAL,AGAILJHARA,100365,SAHEBERER HAT SECONDARY SCHOOL,5,45,13,,,,,,4,64,3,,,,,,3,47,2,,,,,2,37,2,,,,,,2,34,2,
2016,BARISAL,AGAILJHARA,100366,TEMAR MALEKA KHATUN SECONDARY  GIRLS SCHOOL,,4,10,26,10,,,,,5,30,12,4,,,,,3,22,8,3,,,,,2,22,19,,,,,,5,25
2016,BARISAL,AGAILJHARA,100367,AHUTI BABRA PUBLIC ACADEMY,,42,,,,,,,,58,,,,,,,,52,,,,,,,,,,,,,,,,,
2016,BARISAL,AGAILJHARA,100368,KATHIRA ADARSHA BIDDYA NIKETON,40,15,,,,,,,35,20,,,,,,,50,15,,,,,,,55,17,,,,,,,40,6,
2016,BARISAL,AGAILJHARA,100369,JOBARPAR SECONDARY SCHOOL,4,34,12,,,,,,15,25,21,,,,,,17,30,3,,,,,,7,25,2,,,,,,18,10,11
2016,BARISAL,AGAILJHARA,100371,OICHARMATH HIGH SCHOOL,40,,,,,,,,48,,,,,,,,51,,,,,,,,39,,,,,,,,37,,
2016,BARISAL,AGAILJHARA,100372,RANGTA SECONDARY SCHOOL,,100,36,,,,,,,60,40,,,,,,,100,50,,,,,,40,56,10,,,,,,60,30,
2016,BARISAL,AGAILJHARA,100373,RATNOPUR SECONDARY SCHOOL,7,64,,,,,,,5,47,18,,,,,,,55,10,1,,,,,,10,20,12,,,,,,29,15
2016,BARISAL,AGAILJHARA,100374,BHALUKSI HIGH SCHOOL ,,61,29,,,,,,,80,20,,,,,,,55,12,,,,,,,48,9,,,,,,,,
2016,BARISAL,AGAILJHARA,100375,BASAIL  SECONDARY  GIRLS  SCHOOL,9,20,,,,,,,10,25,,,,,,,5,25,,,,,,,8,20,,,,,,,5,25,
2016,BARISAL,AGAILJHARA,100384,"ADARSHA HIGH SCHOOL AND COLLAGE,MOHONKATHI",14,50,,,,,,,9,32,8,,,,,,,52,,,,,,,,66,,,,,,,,40,4
2016,BARISAL,AGAILJHARA,100386,BAGDHA  SECONDARY  SCHOOL  &  COLLEGE,,50,70,23,,,,,40,90,13,,,,,,,140,19,,,,,,,110,51,,,,,,90,11,
2016,BARISAL,AGAILJHARA,100387,BAHADURPUR NISHIKANTA GAIN GIRL'S SCHOOL & COLLEGE,,40,8,4,,,,,42,6,4,2,,,,,20,2,1,,,,,28,2,1,1,,,,,25,3,2,
2016,BARISAL,AGAILJHARA,136126,BAGDHA (DASPARA) SESDP MODEL HIGH SCHOOL,,119,,,,,,,,89,,,,,,,,88,,,,,,,,101,,,,,,,,79,
2016,BARISAL,BABUGANJ,100388,SYED MOSARAF ROSIDA ACADEMY,,25,27,,,,,,,16,40,,,,,,,30,13,,,,,,,30,26,,,,,,,32,30
2016,BARISAL,BABUGANJ,100389,PURBA BHUTERDIA  HIGH SCHOOL,,85,,,,,,,,76,,,,,,,,75,,,,,,,,85,,,,,,,,55,
2016,BARISAL,BABUGANJ,100390,RAHMATPUR SECONDARY SCHOOL,108,44,,,,,,,125,63,,,,,,,105,44,,,,,,,120,32,,,,,,,121,23,
2016,BARISAL,BABUGANJ,100391,DEHERGATI I.N. HIGH SCHOOL,18,60,10,,,,,,19,80,10,,,,,,17,80,,,,,,,50,45,,,,,,,60,13,
2016,BARISAL,BABUGANJ,100392,BABUGANJ PILOT HIGH SCHOOL,20,160,5,,,,,,15,170,6,,,,,,10,180,19,,,,,,2,140,5,,,,,,5,120,3
2016,BARISAL,BABUGANJ,100393,AGARPUR ALTAF MEMORIAL HIGH SCHOOL,217,,,,,,,,225,,,,,,,,177,,,,,,,,154,,,,,,,,139,,
2016,BARISAL,BABUGANJ,100394,CHANDPASHA JR. HIGH SCHOOL,,30,,,,,,,,25,,,,,,,,24,,,,,,,,15,,,,,,,,18,
2016,BARISAL,BABUGANJ,100395,BAILAKHALI HIGH SCHOOL,40,45,13,,,,,,30,45,33,,,,,,22,40,8,,,,,,39,36,4,,,,,,33,34,5
2016,BARISAL,BABUGANJ,100396,BHUTERDIA SECONDARY SCHOOL,49,24,,,,,,,,45,30,,,,,,,40,33,,,,,,37,30,,,,,,,26,24,12
2016,BARISAL,BABUGANJ,100397,JAMENA KHATUN SECONDARY SCHOOL,12,35,35,15,,,,,12,45,33,7,,,,,10,73,8,,,,,,63,19,,,,,,10,60,28,5
2016,BARISAL,BABUGANJ,100398,BAHERCHAR KHUDRAKATI K.K. HIGH SCHOOL,15,27,,,,,,,20,34,,,,,,,30,30,,,,,,,13,30,,,,,,,17,20,
2016,BARISAL,BABUGANJ,100399,MOHONGANJ HIGH SCHOOL,35,20,16,,,,,,45,18,15,,,,,,36,20,12,,,,,,40,25,10,,,,,,38,20,10
2016,BARISAL,BABUGANJ,100400,DECREERCHAR ADARSHA JR. HIGH SCHOOL,40,15,,,,,,,41,12,,,,,,,21,4,1,,,,,,12,11,3,,,,,,,,
2016,BARISAL,BABUGANJ,100401,JAHAPUR SECONDARY SCHOOL,80,20,11,,,,,,40,70,,,,,,,45,40,,,,,,,42,39,,,,,,,35,49,
2016,BARISAL,BABUGANJ,100402,GRAM BANGLA BIDDUPITH HIGH SCHOOL RAMJANKATI,,13,28,2,1,,,,4,28,14,,,,,,,23,25,2,,,,,10,28,2,,,,,,13,12,20
2016,BARISAL,BABUGANJ,100403,MADHAB PASHA GIRLS HIGH SCHOOL,,90,35,,,,,,,129,19,,,,,,93,25,18,,,,,,,101,1,,,,,,91,7,
2016,BARISAL,BABUGANJ,100404,THAKUR MALLIK SECONDARY SHOOL,22,47,,,,,,,24,32,,,,,,,45,23,,,,,,,37,30,,,,,,,27,19,9
2016,BARISAL,BABUGANJ,100405,SHAHEED CAPTAIN JAHANGIR HIGH SCHOOL,,41,24,,,,,,,45,21,,,,,,,34,8,,,,,,,30,7,,,,,,,25,11
2016,BARISAL,BABUGANJ,100406,AROJI KALIKAPUR SECONDARY SCHOOL,20,32,33,,,,,,12,25,28,,,,,,25,30,15,,,,,,10,25,27,,,,,,32,35,3
2016,BARISAL,BABUGANJ,100407,BABUGONJ PILOT GIRL'S SECENDARY SCHOOL,,20,40,,,,,,,22,36,,,,,,,15,37,,,,,,,30,20,,,,,,,35,15
2016,BARISAL,BABUGANJ,100408,RASHED KHAN MENON MODEL SECONDARY SCHOOL,32,50,15,,,,,19,41,31,,,,,,,15,49,23,3,,,,10,48,19,14,,,,,19,42,23,6
2016,BARISAL,BABUGANJ,100409,PURBA CHANDPASHA SECONDARY SCHOOL,,92,,,,,,,,100,,,,,,,,92,,,,,,,,90,,,,,,,,78,
2016,BARISAL,BABUGANJ,100410,IDILKATI BAHERCHAR HIGH SCHOOL,,30,8,,,,,,14,37,,,,,,,50,19,,,,,,,20,30,,,,,,,30,16,
2016,BARISAL,BABUGANJ,100411,SABUJ BANGLA HIGH SCHOOL,19,27,,,,,,,22,25,,,,,,,19,21,,,,,,,20,27,,,,,,25,29,,
2016,BARISAL,BABUGANJ,100412,PASHCHIM BHUTERDIA SECONDARY SCHOOL,,16,22,10,,,,,,36,20,4,,,,,,30,16,4,,,,,6,30,12,,,,,,35,4,1
2016,BARISAL,BABUGANJ,100413,MODDOH BHUTER DIA HIGH SCHOOL,8,20,29,,,,,,21,18,11,,,,,,15,15,14,,,,,,30,19,,,,,,,35,21,
2016,BARISAL,BABUGANJ,100414,CHANDPASHA UNION PARISHAD  HIGH SCHOOL,5,7,38,3,,,,,4,7,31,3,,,,,8,19,26,,,,,,27,12,,,,,,,25,24,8
2016,BARISAL,BABUGANJ,100415,ACHIA WAJED GIRLS HIGH SCHOOL,,33,12,,,,,,,30,6,,,,,,,20,12,,,,,,6,20,4,,,,,,,,28
2016,BARISAL,BABUGANJ,100416,SHISHU NIKETAN  SECONDARY SCHOOL,30,60,,,,,,,28,48,,,,,,,32,50,,,,,,,30,43,,,,,,,20,33,
2016,BARISAL,BABUGANJ,100417,RAKUDIA SECONDARY GIRLS SCHOOL,29,27,,,,,,,15,20,2,,,,,,5,20,20,,,,,,5,25,5,,,,,,20,10,
2016,BARISAL,BABUGANJ,100418,BAHERCHAR ADARSHA SECONDARY SCHOOL,31,24,,,,,,,50,30,,,,,,,35,14,,,,,,,30,23,,,,,,,20,25,
2016,BARISAL,BABUGANJ,100419,SAHID A. ROBSERNIABAD JUNIOR GIRLS HIGH SCHOOL,22,60,,,,,,,6,60,,,,,,,25,13,,,,,,,30,5,,,,,,,20,15,
2016,BARISAL,BABUGANJ,100443,BARISAL CADET COLLEGE,,,,,,,,,,,55,,,,,,,,52,,,,,,,,46,,,,,,,,50
2016,BARISAL,BABUGANJ,100444,MADDHABPASHA CHANDRADIP HIGH SCHOOL AND COLLEGE,50,26,72,18,,,,,27,41,59,30,,,,,21,53,72,9,,,,,13,72,17,4,,,,,28,88,13
2016,BARISAL,BABUGANJ,100445,KADERPUR SONARBANGLA HIGHER SECONDARY SCHOOL,10,58,,,,,,,20,31,,,,,,,30,33,,,,,,,20,25,,,,,,,10,35,
2016,BARISAL,BABUGANJ,100446,CHANDPASHA HIGH SCHOOL AND COLLEGE,,97,7,,,,,,,80,7,,,,,,,79,6,,,,,,,66,10,1,,,,,,49,6
2016,BARISAL,BABUGANJ,136838,K B J SESDP MODEL HIGH SCHOOL,9,39,,,,,,,,22,17,,,,,,,,20,18,,,,,,28,,,,,,,,17,
2016,BARISAL,BAKERGANJ,100447,SHYAMPUR SECONDARY SCHOOL,30,92,,,,,,,,101,38,,,,,,16,119,,,,,,,120,28,,,,,,,93,17,
2016,BARISAL,BAKERGANJ,100448,PUIAUTA SECONDARY SCHOOL,2,52,4,,,,,,,8,50,,,,,,5,50,2,,,,,,,8,55,,,,,,10,35,
2016,BARISAL,BAKERGANJ,100449,KAZLAKATI HAFEZ TALUKDER HIGH SCHOOL,,96,,,,,,,,80,,,,,,,,96,,,,,,,,91,,,,,,,,80,
2016,BARISAL,BAKERGANJ,100450,SOFORON NESSA GIRLS HIGH SCHOOL,35,20,19,,,,,,47,30,25,,,,,,50,25,10,,,,,,,15,55,12,,,,,7,50,10
2016,BARISAL,BAKERGANJ,100451,K.C.K. AZAHAR ALIMIAH SECONDARY SCHOOL,,15,40,,,,,,,30,28,,,,,,,40,20,,,,,,,35,6,,,,,,,30,6
2016,BARISAL,BAKERGANJ,100452,BAKERGANJ J.S.U. HIGH SCHOOL,158,8,2,,,,,,150,6,1,,,,,,130,7,,,,,,,100,15,,,,,,,100,13,5
2016,BARISAL,BAKERGANJ,100453,BAKERGANJ GIRLS HIGH SCHOOL,70,,22,,,,,,,72,15,12,,,,,,75,10,,,,,,,86,13,7,,,,,,80,29
2016,BARISAL,BAKERGANJ,100454,ST ALFRED'S HIGH SCHOOL,10,78,80,46,0,0,0,1,31,70,62,8,0,0,0,0,12,117,42,8,2,0,0,7,42,53,54,30,0,0,0,0,32,42,83
2016,BARISAL,BAKERGANJ,100455,KAMRKAHLI KRISHANSUNDAR HIGH SCHOOL,,150,36,,,,,,,27,140,,,,,,,130,23,,,,,,130,9,,,,,,,,21,100
2016,BARISAL,BAKERGANJ,100456,SHIALGHONIJ.U.M. INSTITUTION,30,55,21,,,,,,52,25,25,,,,,,45,35,12,,,,,20,50,25,,,,,,35,41,5,
2016,BARISAL,BAKERGANJ,100457,KALASKATI B.M. ACADEMY,5,65,20,,,,,,53,34,25,,,,,,59,37,7,,,,,,25,90,10,,,,,5,81,17,
2016,BARISAL,BAKERGANJ,100458,KAKARDHA A.K.M.INSTITUTION,,252,,,,,,,,196,,,,,,,,200,,,,,,,,175,,,,,,,,164,
2016,BARISAL,BAKERGANJ,100459,CHARAMADDI W.K. SECONDARY SCHOOL,,63,,,,,,,,104,,,,,,,,76,,,,,,,,66,,,,,,,,68,
2016,BARISAL,BAKERGANJ,100460,D.G.L. HIGH SCHOOL,112,18,,,,,,,108,13,,,,,,,110,7,,,,,,,105,8,,,,,,,102,8,
2016,BARISAL,BAKERGANJ,100461,GARURIA SCHONDARY SCHOOL,100,28,,,,,,,107,40,,,,,,,100,7,,,,,,,146,20,,,,,,,130,14,
2016,BARISAL,BAKERGANJ,100462,KAFILA RAMNAGOR HIGH SCHOOL,,43,,,,,,,,54,,,,,,,,59,,,,,,,,58,,,,,,,,47,
2016,BARISAL,BAKERGANJ,100463,DUDHALMOW A.Q.M. HIGH SCHOOL,,50,40,,,,,,,60,32,,,,,,,53,26,,,,,,,40,21,,,,,,,72,
2016,BARISAL,BAKERGANJ,100464,MAHESHPUR HIGH SCHOOL,30,95,34,,,,,,100,50,12,,,,,,104,40,,,,,,,120,43,,,,,,,90,25,
2016,BARISAL,BAKERGANJ,100466,HANUA MATIJAN HIGH SCHOOL,80,14,,,,,,,70,12,,,,,,,65,25,,,,,,,68,25,,,,,,,50,20,
2016,BARISAL,BAKERGANJ,100467,MACHUAKHALI SHER - E- BANGLA HIGH SCHOOL,5,32,5,,,,,,5,40,7,,,,,,3,38,5,,,,,,7,48,,,,,,,5,16,4
2016,BARISAL,BAKERGANJ,100468,KHUDRAKATI A.N.HIGH SCHOOL,55,44,,,,,,,,80,54,,,,,,,75,41,,,,,,,55,27,,,,,,,35,38
2016,BARISAL,BAKERGANJ,100469,DUDHAL ADARSHA HIGH SCHOOL,40,30,11,,,,,,40,30,19,,,,,,30,32,21,,,,,,8,50,8,,,,,,10,50,
2016,BARISAL,BAKERGANJ,100470,MUNIR UDDIN AHMED HIGH SCHOOL,10,50,,,,,,,8,42,,,,,,,12,41,,,,,,,3,37,,,,,,,5,25,
2016,BARISAL,BAKERGANJ,100471,DAHAPORKATI D.K. HIGH SCHOOL,13,23,15,7,6,,,,24,22,10,6,4,,,,26,25,8,7,1,,,,19,18,13,3,,,,,20,17,3
2016,BARISAL,BAKERGANJ,100472,DUDHAL UNION HIGH SCHOOL,8,94,35,4,,,,,40,46,36,,,,,,4,44,32,,,,,,,70,19,,,,,,,66,32
2016,BARISAL,BAKERGANJ,100473,DUDHAL KABIRAZ PILKHANADPK HIGH SCHOOL,40,35,,,,,,,53,40,,,,,,,30,50,,,,,,,30,44,,,,,,,20,37,
2016,BARISAL,BAKERGANJ,100474,DARIAL HIGH SCHOOL,59,27,,,,,,,55,35,,,,,,,51,20,,,,,,,48,19,,,,,,,42,10,
2016,BARISAL,BAKERGANJ,100475,AFALKATI J. A. HIGH SCHOOL,8,42,17,10,,,,,9,30,21,,,,,,6,21,14,,,,,,8,20,17,,,,,,16,21,11
2016,BARISAL,BAKERGANJ,100476,BOALIA J.M.SECONDARY SCHOOL,20,35,35,,,,,,20,33,31,,,,,,47,50,9,,,,,,33,33,12,,,,,,50,34,6
2016,BARISAL,BAKERGANJ,100477,CHARADI UNION HIGH SCHOOL,8,70,2,,,,,,4,62,4,,,,,,5,53,3,,,,,,4,60,2,,,,,,2,56,3
2016,BARISAL,BAKERGANJ,100478,RUPER JHORJUNIOR HIGH SCHOOL,4,35,7,,,,,,7,30,16,,,,,,2,25,8,,,,,,,,,,,,,,,,
2016,BARISAL,BAKERGANJ,100479,CHAMTA KRISHNANAGAR HIGH SCHOOL,10,13,17,8,3,,,6,10,15,14,10,2,,,,5,8,11,19,,,,,5,20,12,4,,,,,4,35,17
2016,BARISAL,BAKERGANJ,100480,CHAR SAMASDI BALIGRAM HIGH SCHOOL,15,35,1,,,,,,7,41,5,,,,,,8,35,2,,,,,6,40,12,,,,,4,35,10,3,
2016,BARISAL,BAKERGANJ,100481,SHIBPUR PUBLIC HIGH SCHOOL,,70,8,,,,,,7,85,6,,,,,,,90,4,,,,,,,70,9,,,,,,,67,4
2016,BARISAL,BAKERGANJ,100482,WEST CHARAMADDI HIGH SCHOOL,,25,13,,,,,,,35,17,,,,,,,30,16,,,,,,,30,10,,,,,,,25,5
2016,BARISAL,BAKERGANJ,100483,ISAPURA HIGH SCHOOL,17,90,,,,,,,12,96,,,,,,,2,86,,,,,,,,80,,,,,,,,72,
2016,BARISAL,BAKERGANJ,100484,NIAMOTI ADARSHA HIGH SCHOOL,,96,,,,,,,,73,,,,,,,,85,,,,,,,,80,,,,,,,,57,
2016,BARISAL,BAKERGANJ,100485,KALASKATI GIRLS HIGH SCHOOL,,115,6,,,,,,,135,10,,,,,,,119,9,,,,,,,130,14,,,,,,,90,14
2016,BARISAL,BAKERGANJ,100486,DUDHALMOW JUNIOR GIRLS HIGH SCHOOL,9,10,3,1,2,,,,9,8,2,1,,,,3,7,6,3,2,,,,,,,,,,,,,,,
2016,BARISAL,BAKERGANJ,100487,DUHALMOW ADARSHA JUNIOR GIRLS HIGH SCHOOL,5,3,6,,,,,,25,10,5,,,,,,20,13,3,,,,,,,,,,,,,,,,
2016,BARISAL,BAKERGANJ,100488,AULIPUR HIGH SCHOOL,64,23,,,,,,,63,12,,,,,,,43,17,,,,,,,44,12,,,,,,,48,13,
2016,BARISAL,BAKERGANJ,100489,ROGHUNATHPUR SONER BANGLA HIGH SCHOOL,36,20,,,,,,,58,14,,,,,,,42,18,,,,,,,28,30,,,,,,,46,,
2016,BARISAL,BAKERGANJ,100490,CHOTO RAGHUNATHPUR HIGH SCHOOL,45,22,15,13,,,,,25,35,18,12,,,,,10,45,18,,,,,,40,45,10,,,,,,34,36,17
